15
60000
(0.5055737663233173, 0.6875406829254035, 74.99514439599491)
(47.35071803465521, 60.51396070954844, -84.21383532915364)
(-32.43330444191473, -47.520446565713456, 133.0972874298092)
(-185.8554285594663, -248.7317627156942, -17.642842495490786)
(20.327486218926495, 34.367876809888706, 226.50748850225608)
(-52.73235280753236, -82.45124340496686, 132.83859163796055)
(-132.3657941082347, -187.95010759919526, -413.38003532288224)
(-18.62742264954016, -35.39441630482107, -105.68469340390033)
(24.37358899746166, 38.71670101170928, -90.04412930420686)
(-65.99562084244485, -144.97867897014117, -92.09647481686262)
(-1.0333520637447116, -1.816132414609371, -350.9937803531068)
(-16.529986698675657, -20.268452387224592, -55.10852363807631)
(-86.62379152227918, -118.40874689685681, 551.8303067072529)
(166.5098423137017, 366.8856773722271, 381.6993216548705)
(8.858327969660387, 15.50618631302722, 54.13028922523525)
(147.7616127423589, 326.0673316986843, 410.9398994970887)
(-67.51050173774159, -112.12649388302891, 33.09050505231779)
(39.92076775863192, 47.636461865004634, -266.8578269463823)
(24.111746607061516, 48.724250445364056, 45.668053320612415)
(-63.17454641840195, -93.64998737754658, 221.9001048873446)
(-223.03073725342983, -382.2895840191717, -781.3552099977578)
(-81.14427653616441, -158.91312226882883, -583.3200030482366)
(-162.5036182096726, -291.1316255196595, -605.2404073515298)
(230.00400311514775, 475.50042944450104, -633.736932921778)
(3252.6989213961187, 5036.266476592138, 708.0527547455318)
(263.95656145845555, 372.8482128015196, -53.955017132249814)
(127.80346923077485, 261.42444046110256, 332.697362752063)
(-313.80183594988284, -431.197407210449, 426.7156005695937)
(81.7246901949093, 159.80701918973674, 482.7088062488991)
(-81.43106694069411, -96.61783610523996, 247.6246657407965)
(-63.760464400817966, -84.13217362356298, -198.69922128877775)
(-83.63772046035224, -164.3417117116846, 847.1632271928885)
(-425.42683137407545, -655.2865721899083, 258.728659901863)
(-128.70376577356328, -285.5160717382916, 408.82870918618045)
(-277.06923672821426, -362.3246921954242, -59.61086716644763)
(-9.965148542341838, -13.82838027637021, -115.75176764724226)
(-3.528010732031693, -6.981022685191413, 237.8714326323014)
(7.435715633284891, 14.293797073751062, 410.6840604384779)
(-1123.0122456241004, -1355.038287248361, -85.78307682371751)
(57.33397461229442, 97.8334750741422, -1063.9743542539331)
(-169.18172081450547, -237.65558855268824, 191.56817734665137)
(1409.7171240614405, 2202.655956178261, 8402.440381748649)
(-512.2009275953488, -600.7133794219166, 185.78117653294348)
(78.9386074448383, 116.07197879737669, -27.813701528762067)
(-412.48247745286176, -597.0190515497453, 839.9562237884735)
(-159.63303711401895, -251.88238942751002, 40.90911094172584)
(86.53852760931854, 122.73733332468372, -662.1839851941126)
(-1239.5651260839522, -2136.2687689031754, 2479.885893585709)
(-669.7188176271964, -1071.7534089945996, 32975.791443657945)
(318.813702514289, 564.6349356924154, 68.18513389847158)
End
